binned_latitude,binned_longitude,hour,type,subtype,count
41.96,-87.74,15:00,Jam,Stand-Still Traffic,132
41.82,-87.73,12:00,Hazard,Weather,132
41.98,-87.78,16:00,Jam,Stand-Still Traffic,131
41.9,-87.62,18:00,Jam,Stand-Still Traffic,131
41.88,-87.65,01:00,Jam,Stand-Still Traffic,130
41.9,-87.66,14:00,Jam,Heavy Traffic,129
41.9,-87.66,03:00,Jam,Heavy Traffic,129
41.85,-87.63,12:00,Hazard,Weather,129
41.97,-87.77,15:00,Jam,Stand-Still Traffic,129
41.97,-87.76,16:00,Jam,Stand-Still Traffic,127
41.88,-87.65,20:00,Hazard,On Road,127
41.97,-87.75,11:00,Jam,Heavy Traffic,127
41.8,-87.63,12:00,Hazard,Weather,127
41.98,-87.66,14:00,Jam,Stand-Still Traffic,127
41.98,-87.78,18:00,Jam,Stand-Still Traffic,127
41.94,-87.71,00:00,Jam,Heavy Traffic,126
41.99,-87.66,14:00,Hazard,On Road,125
41.97,-87.75,01:00,Hazard,Weather,125
41.9,-87.66,01:00,Jam,Stand-Still Traffic,124
41.88,-87.67,17:00,Hazard,On Road,124
41.89,-87.65,03:00,Hazard,Weather,124
41.87,-87.62,18:00,Jam,Stand-Still Traffic,123
41.97,-87.76,11:00,Jam,Heavy Traffic,123
41.9,-87.66,21:00,Accident,Unclassified,123
41.87,-87.64,01:00,Hazard,Weather,122
41.96,-87.74,11:00,Jam,Heavy Traffic,122
41.96,-87.74,12:00,Hazard,Weather,122
41.89,-87.65,15:00,Jam,Stand-Still Traffic,121
41.98,-87.78,11:00,Jam,Heavy Traffic,120
41.66,-87.59,00:00,Hazard,Weather,120
41.88,-87.67,18:00,Hazard,On Road,120
41.84,-87.63,11:00,Hazard,Weather,119
41.9,-87.62,17:00,Jam,Stand-Still Traffic,119
41.87,-87.64,00:00,Hazard,Weather,119
41.9,-87.66,01:00,Hazard,Weather,119
41.88,-87.65,21:00,Hazard,On Road,119
41.98,-87.75,00:00,Jam,Stand-Still Traffic,118
41.88,-87.65,23:00,Hazard,On Road,118
41.93,-87.69,00:00,Hazard,Weather,117
41.98,-87.75,15:00,Jam,Stand-Still Traffic,117
41.98,-87.79,00:00,Jam,Heavy Traffic,117
41.91,-87.66,00:00,Jam,Heavy Traffic,115
41.66,-87.59,02:00,Hazard,Weather,115
41.99,-87.66,14:00,Jam,Stand-Still Traffic,115
41.87,-87.64,19:00,Hazard,On Road,115
41.99,-87.66,13:00,Hazard,On Road,115
41.81,-87.63,11:00,Jam,Heavy Traffic,114
41.93,-87.69,14:00,Jam,Stand-Still Traffic,114
41.88,-87.65,01:00,Hazard,Weather,114
41.84,-87.63,01:00,Hazard,Weather,113
41.88,-87.67,14:00,Hazard,On Road,113
41.99,-87.66,15:00,Jam,Stand-Still Traffic,113
41.88,-87.65,20:00,Road Closed,Unclassified,113
41.66,-87.59,11:00,Hazard,Weather,113
41.95,-87.72,14:00,Jam,Stand-Still Traffic,113
41.94,-87.71,17:00,Jam,Stand-Still Traffic,112
41.93,-87.69,17:00,Jam,Stand-Still Traffic,111
41.97,-87.77,17:00,Jam,Stand-Still Traffic,111
41.87,-87.76,14:00,Jam,Stand-Still Traffic,111
41.82,-87.63,11:00,Hazard,Weather,111
41.94,-87.71,11:00,Jam,Heavy Traffic,110
41.94,-87.71,15:00,Jam,Stand-Still Traffic,110
41.98,-87.75,00:00,Jam,Heavy Traffic,110
41.88,-87.65,19:00,Hazard,On Road,110
41.93,-87.69,00:00,Jam,Heavy Traffic,110
41.97,-87.76,00:00,Jam,Stand-Still Traffic,109
41.9,-87.66,02:00,Hazard,Weather,109
41.98,-87.75,11:00,Jam,Heavy Traffic,109
41.88,-87.65,04:00,Hazard,On Road,109
41.96,-87.74,18:00,Jam,Stand-Still Traffic,108
41.83,-87.63,11:00,Hazard,Weather,108
41.83,-87.63,11:00,Jam,Heavy Traffic,108
41.97,-87.75,18:00,Jam,Stand-Still Traffic,108
41.97,-87.75,15:00,Jam,Stand-Still Traffic,107
41.97,-87.76,11:00,Jam,Stand-Still Traffic,107
41.9,-87.66,21:00,Jam,Unclassified,107
41.88,-87.65,17:00,Hazard,On Road,107
41.89,-87.65,04:00,Hazard,Weather,106
41.88,-87.67,22:00,Hazard,On Road,106
41.87,-87.64,02:00,Hazard,Weather,106
41.89,-87.65,03:00,Jam,Stand-Still Traffic,106
41.98,-87.81,11:00,Hazard,On Road,106
41.86,-87.64,21:00,Hazard,On Road,105
41.98,-87.78,00:00,Jam,Stand-Still Traffic,104
41.8,-87.63,11:00,Hazard,Weather,104
41.88,-87.67,13:00,Hazard,On Road,104
41.82,-87.63,01:00,Hazard,Weather,104
41.94,-87.71,19:00,Hazard,On Road,104
41.99,-87.66,15:00,Hazard,On Road,104
41.98,-87.75,11:00,Jam,Stand-Still Traffic,104
41.81,-87.63,11:00,Hazard,Weather,104
41.88,-87.65,03:00,Hazard,Weather,103
41.71,-87.61,01:00,Hazard,Weather,103
41.87,-87.64,20:00,Hazard,On Road,103
41.99,-87.66,18:00,Hazard,On Road,103
41.88,-87.67,11:00,Hazard,On Road,102
41.68,-87.6,11:00,Hazard,Weather,101
41.83,-87.63,10:00,Jam,Heavy Traffic,100
41.94,-87.71,15:00,Hazard,On Road,99
41.88,-87.65,22:00,Hazard,On Road,99
41.73,-87.62,11:00,Hazard,Weather,99
41.97,-87.77,16:00,Jam,Stand-Still Traffic,99
41.88,-87.62,14:00,Hazard,On Road,99
41.88,-87.68,18:00,Hazard,On Road,99
41.95,-87.73,16:00,Jam,Stand-Still Traffic,98
41.96,-87.74,16:00,Jam,Stand-Still Traffic,98
41.66,-87.59,01:00,Hazard,Weather,98
41.91,-87.63,12:00,Hazard,On Road,98
41.84,-87.63,02:00,Hazard,Weather,98
41.9,-87.66,03:00,Hazard,Weather,97
41.88,-87.62,17:00,Hazard,On Road,96
41.86,-87.64,18:00,Hazard,On Road,96
41.99,-87.66,16:00,Hazard,On Road,96
41.97,-87.75,11:00,Jam,Stand-Still Traffic,96
41.87,-87.64,22:00,Hazard,On Road,96
41.8,-87.63,01:00,Hazard,Weather,96
41.9,-87.66,02:00,Jam,Stand-Still Traffic,95
41.71,-87.61,10:00,Hazard,Weather,95
41.71,-87.61,02:00,Hazard,Weather,95
41.88,-87.67,20:00,Hazard,On Road,95
41.9,-87.66,20:00,Hazard,On Road,95
41.88,-87.65,22:00,Jam,Unclassified,94
41.82,-87.63,02:00,Hazard,Weather,94
41.88,-87.67,12:00,Hazard,On Road,94
41.88,-87.67,03:00,Hazard,On Road,94
41.86,-87.64,17:00,Hazard,On Road,94
41.86,-87.64,19:00,Hazard,On Road,94
41.88,-87.65,18:00,Hazard,On Road,94
41.87,-87.62,16:00,Jam,Stand-Still Traffic,93
41.86,-87.64,12:00,Hazard,On Road,92
41.82,-87.74,19:00,Hazard,On Road,92
41.89,-87.65,02:00,Jam,Stand-Still Traffic,92
41.89,-87.65,17:00,Hazard,On Road,91
41.9,-87.66,20:00,Jam,Unclassified,91
41.82,-87.73,11:00,Hazard,Weather,91
41.79,-87.63,02:00,Hazard,Weather,91
41.88,-87.65,21:00,Jam,Unclassified,90
41.84,-87.63,03:00,Hazard,Weather,90
41.94,-87.71,13:00,Hazard,On Road,89
41.86,-87.64,14:00,Hazard,On Road,89
41.93,-87.7,13:00,Hazard,On Road,88
41.87,-87.64,03:00,Hazard,Weather,88
41.8,-87.66,20:00,Hazard,On Road,88
41.86,-87.64,16:00,Hazard,On Road,88
41.88,-87.68,14:00,Hazard,On Road,88
41.89,-87.65,22:00,Hazard,On Road,88
41.82,-87.74,14:00,Hazard,On Road,88
41.97,-87.75,02:00,Hazard,Weather,88
41.71,-87.61,11:00,Hazard,Weather,88
41.82,-87.74,20:00,Hazard,On Road,87
41.88,-87.67,08:00,Hazard,On Road,87
41.9,-87.62,22:00,Hazard,On Road,87
41.91,-87.66,01:00,Jam,Heavy Traffic,87
41.84,-87.63,13:00,Hazard,On Road,86
41.86,-87.64,20:00,Hazard,On Road,86
41.89,-87.65,20:00,Hazard,On Road,86
41.89,-87.65,16:00,Hazard,On Road,86
41.88,-87.67,15:00,Hazard,On Road,86
41.88,-87.65,19:00,Jam,Unclassified,86
41.88,-87.65,03:00,Hazard,On Road,86
41.88,-87.62,22:00,Hazard,On Road,86
41.88,-87.65,15:00,Hazard,On Road,85
41.9,-87.62,23:00,Hazard,On Road,85
41.84,-87.63,20:00,Hazard,On Road,85
41.89,-87.65,21:00,Hazard,On Road,85
41.86,-87.64,23:00,Hazard,On Road,85
41.9,-87.62,21:00,Hazard,On Road,84
41.97,-87.76,01:00,Jam,Heavy Traffic,84
41.66,-87.59,03:00,Hazard,Weather,84
41.99,-87.66,19:00,Hazard,On Road,84
41.88,-87.65,04:00,Jam,Stand-Still Traffic,84
41.88,-87.67,21:00,Hazard,On Road,84
41.88,-87.67,19:00,Hazard,On Road,84
41.97,-87.75,00:00,Jam,Stand-Still Traffic,83
41.9,-87.66,22:00,Jam,Unclassified,83
41.66,-87.59,10:00,Hazard,Weather,83
41.93,-87.7,21:00,Hazard,On Road,83
41.91,-87.66,02:00,Jam,Heavy Traffic,83
41.89,-87.65,14:00,Hazard,On Road,83
41.97,-87.75,20:00,Hazard,On Road,82
41.97,-87.75,03:00,Hazard,Weather,82
41.88,-87.65,19:00,Road Closed,Unclassified,82
41.73,-87.62,10:00,Jam,Heavy Traffic,82
41.91,-87.66,03:00,Jam,Heavy Traffic,82
41.9,-87.66,03:00,Jam,Stand-Still Traffic,82
41.99,-87.66,21:00,Hazard,On Road,81
41.97,-87.75,21:00,Hazard,On Road,81
41.97,-87.75,14:00,Hazard,On Road,81
41.99,-87.66,00:00,Jam,Stand-Still Traffic,81
41.89,-87.61,00:00,Jam,Stand-Still Traffic,80
41.84,-87.63,14:00,Hazard,On Road,80
41.89,-87.65,21:00,Jam,Unclassified,80
41.88,-87.68,15:00,Hazard,On Road,80
41.89,-87.65,20:00,Jam,Unclassified,80
41.9,-87.62,10:00,Hazard,On Road,80
41.99,-87.66,12:00,Hazard,On Road,80
41.85,-87.64,15:00,Hazard,On Road,80
41.84,-87.63,04:00,Hazard,Weather,80
41.89,-87.65,00:00,Jam,Unclassified,80
41.96,-87.74,11:00,Jam,Stand-Still Traffic,79
41.89,-87.62,15:00,Hazard,On Road,79
41.89,-87.65,22:00,Jam,Unclassified,79
41.9,-87.66,19:00,Jam,Unclassified,79
41.88,-87.65,03:00,Jam,Heavy Traffic,79
41.98,-87.69,13:00,Hazard,On Road,79
41.9,-87.66,21:00,Hazard,On Road,79
41.97,-87.75,19:00,Hazard,On Road,79
41.89,-87.65,19:00,Jam,Unclassified,79
41.89,-87.65,18:00,Hazard,On Road,79
41.82,-87.63,10:00,Hazard,Weather,79
41.87,-87.64,13:00,Hazard,On Road,79
41.98,-87.78,11:00,Jam,Stand-Still Traffic,78
41.87,-87.76,11:00,Jam,Stand-Still Traffic,78
41.99,-87.66,17:00,Hazard,On Road,78
41.88,-87.65,03:00,Jam,Stand-Still Traffic,78
41.89,-87.61,23:00,Hazard,On Road,77
41.88,-87.65,04:00,Hazard,Weather,77
41.89,-87.65,18:00,Jam,Unclassified,77
41.88,-87.67,23:00,Hazard,On Road,77
41.79,-87.63,03:00,Hazard,Weather,76
41.84,-87.63,19:00,Hazard,On Road,76
41.82,-87.74,17:00,Hazard,On Road,76
41.85,-87.71,12:00,Hazard,On Road,76
41.89,-87.65,23:00,Jam,Unclassified,76
41.89,-87.65,15:00,Hazard,On Road,76
41.87,-87.64,18:00,Hazard,On Road,76
41.96,-87.74,13:00,Hazard,On Road,76
41.96,-87.75,13:00,Hazard,On Road,75
41.96,-87.74,01:00,Jam,Heavy Traffic,75
41.88,-87.65,20:00,Jam,Unclassified,75
41.86,-87.64,13:00,Hazard,On Road,75
41.97,-87.76,22:00,Hazard,On Road,75
41.89,-87.65,17:00,Jam,Unclassified,74
41.98,-87.69,23:00,Hazard,On Road,74
41.83,-87.63,03:00,Hazard,Weather,74
41.87,-87.64,16:00,Hazard,On Road,74
41.95,-87.73,11:00,Jam,Stand-Still Traffic,74
41.89,-87.65,04:00,Jam,Heavy Traffic,74
41.89,-87.61,16:00,Hazard,On Road,74
41.88,-87.65,02:00,Jam,Heavy Traffic,74
41.88,-87.65,12:00,Hazard,On Road,73
41.88,-87.65,00:00,Hazard,On Road,73
41.85,-87.63,04:00,Hazard,Weather,73
41.97,-87.75,22:00,Hazard,On Road,72
41.87,-87.64,12:00,Hazard,On Road,72
41.88,-87.65,23:00,Road Closed,Unclassified,72
41.73,-87.62,03:00,Hazard,Weather,72
41.88,-87.65,16:00,Hazard,On Road,71
41.96,-87.74,00:00,Jam,Stand-Still Traffic,71
41.97,-87.76,09:00,Hazard,On Road,71
41.84,-87.63,17:00,Hazard,On Road,71
41.83,-87.63,11:00,Jam,Stand-Still Traffic,71
41.87,-87.73,14:00,Hazard,On Road,71
41.84,-87.63,12:00,Hazard,On Road,70
41.89,-87.65,00:00,Hazard,On Road,70
41.97,-87.75,15:00,Hazard,On Road,70
41.89,-87.65,01:00,Hazard,On Road,70
41.87,-87.62,12:00,Hazard,On Road,70
41.84,-87.63,16:00,Hazard,On Road,70
41.88,-87.68,16:00,Hazard,On Road,70
41.69,-87.6,10:00,Hazard,On Road,70
41.9,-87.66,23:00,Hazard,On Road,70
41.88,-87.62,18:00,Hazard,On Road,70
41.82,-87.74,22:00,Hazard,On Road,69
41.82,-87.74,18:00,Hazard,On Road,69
41.94,-87.72,12:00,Hazard,On Road,69
41.89,-87.62,16:00,Hazard,On Road,69
41.94,-87.71,17:00,Hazard,On Road,69
41.87,-87.64,15:00,Hazard,On Road,69
41.9,-87.62,17:00,Hazard,On Road,69
41.96,-87.75,11:00,Jam,Stand-Still Traffic,69
41.7,-87.59,10:00,Jam,Heavy Traffic,69
41.88,-87.65,22:00,Accident,Unclassified,69
41.94,-87.71,23:00,Hazard,On Road,69
41.82,-87.74,16:00,Hazard,On Road,69
41.82,-87.73,10:00,Hazard,Weather,69
41.72,-87.62,10:00,Jam,Heavy Traffic,68
41.89,-87.65,04:00,Jam,Stand-Still Traffic,68
41.99,-87.66,22:00,Hazard,On Road,68
41.88,-87.65,04:00,Jam,Heavy Traffic,68
41.92,-87.67,21:00,Jam,Unclassified,68
41.87,-87.77,11:00,Jam,Stand-Still Traffic,68
41.8,-87.63,10:00,Hazard,Weather,68
41.87,-87.64,23:00,Hazard,On Road,67
41.81,-87.63,10:00,Hazard,Weather,67
41.84,-87.63,11:00,Hazard,On Road,67
41.66,-87.59,18:00,Hazard,On Road,66
41.92,-87.67,23:00,Hazard,On Road,66
41.87,-87.73,07:00,Hazard,On Road,66
41.66,-87.59,11:00,Hazard,On Road,66
41.86,-87.64,02:00,Jam,Heavy Traffic,66
41.97,-87.75,10:00,Hazard,Weather,65
41.84,-87.66,10:00,Jam,Heavy Traffic,65
41.88,-87.65,21:00,Accident,Unclassified,65
41.87,-87.64,04:00,Hazard,Weather,64
41.72,-87.62,10:00,Hazard,Weather,64
41.92,-87.68,01:00,Jam,Heavy Traffic,63
41.83,-87.63,10:00,Hazard,Weather,63
41.94,-87.71,13:00,Jam,Unclassified,62
41.92,-87.67,01:00,Jam,Heavy Traffic,62
41.9,-87.66,04:00,Jam,Heavy Traffic,62
41.85,-87.64,19:00,Jam,Unclassified,62
41.88,-87.65,10:00,Hazard,Weather,62
41.94,-87.71,20:00,Jam,Unclassified,62
41.95,-87.65,21:00,Road Closed,Unclassified,62
41.89,-87.65,05:00,Hazard,On Road,62
41.87,-87.62,18:00,Jam,Unclassified,62
41.98,-87.75,22:00,Jam,Unclassified,62
41.87,-87.65,03:00,Jam,Heavy Traffic,61
41.89,-87.65,01:00,Jam,Unclassified,61
41.9,-87.66,23:00,Jam,Unclassified,61
41.86,-87.64,00:00,Hazard,On Road,61
41.93,-87.69,01:00,Jam,Heavy Traffic,61
41.9,-87.66,04:00,Hazard,Weather,61
41.87,-87.64,21:00,Road Closed,Unclassified,60
41.95,-87.73,12:00,Jam,Unclassified,60
41.88,-87.65,02:00,Jam,Stand-Still Traffic,59
41.88,-87.67,02:00,Hazard,On Road,59
41.89,-87.64,21:00,Jam,Unclassified,59
41.71,-87.6,10:00,Jam,Heavy Traffic,59
41.81,-87.63,05:00,Hazard,Weather,58
41.96,-87.74,19:00,Jam,Unclassified,58
41.89,-87.65,06:00,Hazard,On Road,58
41.87,-87.64,01:00,Jam,Heavy Traffic,58
41.89,-87.65,04:00,Hazard,On Road,58
41.88,-87.65,05:00,Hazard,On Road,58
41.9,-87.66,01:00,Hazard,On Road,58
41.98,-87.78,15:00,Jam,Unclassified,57
41.89,-87.65,02:00,Hazard,On Road,57
41.87,-87.64,04:00,Hazard,On Road,57
41.81,-87.63,06:00,Hazard,On Road,57
41.84,-87.63,10:00,Jam,Heavy Traffic,57
41.89,-87.65,15:00,Jam,Unclassified,57
41.88,-87.65,17:00,Jam,Unclassified,57
41.99,-87.66,12:00,Jam,Unclassified,56
41.88,-87.67,12:00,Road Closed,Event,56
41.92,-87.67,02:00,Jam,Heavy Traffic,56
41.72,-87.62,04:00,Hazard,Weather,56
41.82,-87.74,10:00,Jam,Heavy Traffic,56
41.9,-87.66,20:00,Accident,Unclassified,56
41.71,-87.59,11:00,Hazard,On Road,55
41.88,-87.65,02:00,Hazard,On Road,55
41.85,-87.64,11:00,Hazard,On Road,55
41.85,-87.64,18:00,Jam,Unclassified,55
41.89,-87.65,20:00,Accident,Unclassified,55
41.97,-87.75,00:00,Hazard,On Road,55
41.9,-87.66,00:00,Hazard,On Road,55
41.89,-87.61,00:00,Hazard,On Road,55
41.81,-87.63,04:00,Hazard,Weather,55
41.88,-87.65,23:00,Jam,Unclassified,55
41.88,-87.66,04:00,Hazard,Weather,54
41.9,-87.66,18:00,Jam,Unclassified,54
41.93,-87.69,22:00,Jam,Unclassified,54
41.93,-87.69,21:00,Jam,Unclassified,54
41.89,-87.65,16:00,Jam,Unclassified,54
41.88,-87.65,00:00,Jam,Unclassified,54
41.98,-87.79,15:00,Jam,Unclassified,54
41.82,-87.63,05:00,Hazard,Weather,54
41.81,-87.63,02:00,Hazard,On Road,54
41.82,-87.73,04:00,Hazard,Weather,54
41.99,-87.66,00:00,Hazard,On Road,54
41.88,-87.62,22:00,Jam,Unclassified,54
41.86,-87.64,11:00,Hazard,On Road,53
41.97,-87.76,18:00,Jam,Unclassified,53
41.81,-87.63,11:00,Hazard,On Road,53
41.97,-87.75,12:00,Jam,Unclassified,53
41.89,-87.65,05:00,Hazard,Weather,53
41.93,-87.69,20:00,Jam,Unclassified,53
41.92,-87.67,22:00,Jam,Unclassified,53
41.85,-87.64,01:00,Hazard,On Road,53
41.98,-87.78,16:00,Jam,Unclassified,53
41.88,-87.65,18:00,Jam,Unclassified,53
41.92,-87.67,20:00,Jam,Unclassified,52
41.88,-87.62,21:00,Jam,Unclassified,52
41.97,-87.75,03:00,Hazard,On Road,52
41.98,-87.78,10:00,Jam,Heavy Traffic,52
41.87,-87.64,00:00,Hazard,On Road,52
41.87,-87.64,05:00,Hazard,Weather,51
41.97,-87.76,10:00,Jam,Heavy Traffic,51
41.91,-87.66,14:00,Jam,Unclassified,51
41.9,-87.66,04:00,Jam,Stand-Still Traffic,51
41.98,-87.75,20:00,Jam,Unclassified,51
41.9,-87.66,00:00,Jam,Unclassified,51
41.97,-87.79,11:00,Hazard,On Road,51
41.9,-87.66,23:00,Road Closed,Unclassified,51
41.98,-87.81,19:00,Jam,Unclassified,51
41.82,-87.74,00:00,Hazard,On Road,51
41.98,-87.79,21:00,Jam,Unclassified,51
41.88,-87.67,10:00,Hazard,On Road,51
41.9,-87.66,21:00,Road Closed,Unclassified,51
41.82,-87.74,11:00,Hazard,On Road,51
41.86,-87.64,01:00,Hazard,On Road,50
41.85,-87.64,17:00,Jam,Unclassified,50
41.98,-87.78,18:00,Jam,Unclassified,50
41.9,-87.66,15:00,Jam,Unclassified,50
41.95,-87.72,12:00,Jam,Unclassified,50
41.88,-87.65,05:00,Hazard,Weather,50
41.97,-87.76,22:00,Jam,Unclassified,50
41.81,-87.63,03:00,Hazard,On Road,50
41.89,-87.62,01:00,Hazard,On Road,50
41.89,-87.63,00:00,Hazard,On Road,50
41.98,-87.79,17:00,Jam,Unclassified,50
41.99,-87.66,19:00,Jam,Unclassified,49
41.91,-87.66,19:00,Jam,Unclassified,49
41.96,-87.74,13:00,Jam,Unclassified,49
41.88,-87.67,01:00,Hazard,On Road,49
41.96,-87.74,20:00,Jam,Unclassified,49
41.81,-87.63,07:00,Hazard,On Road,49
41.86,-87.64,02:00,Hazard,On Road,49
41.85,-87.64,02:00,Hazard,On Road,49
41.9,-87.62,22:00,Jam,Unclassified,48
41.88,-87.65,01:00,Hazard,On Road,48
41.96,-87.69,22:00,Road Closed,Unclassified,48
41.91,-87.66,16:00,Jam,Unclassified,48
41.9,-87.66,03:00,Hazard,On Road,48
41.88,-87.62,15:00,Road Closed,Unclassified,48
41.94,-87.65,22:00,Road Closed,Unclassified,48
41.9,-87.66,17:00,Jam,Unclassified,48
41.92,-87.67,03:00,Jam,Heavy Traffic,47
41.67,-87.6,05:00,Hazard,Weather,47
41.97,-87.76,17:00,Jam,Unclassified,47
41.9,-87.66,05:00,Hazard,Weather,47
41.9,-87.66,16:00,Jam,Unclassified,47
41.89,-87.65,13:00,Jam,Unclassified,47
41.88,-87.65,06:00,Hazard,Weather,47
41.88,-87.65,16:00,Jam,Unclassified,47
41.92,-87.67,19:00,Jam,Unclassified,47
41.93,-87.7,21:00,Jam,Unclassified,47
41.66,-87.59,10:00,Hazard,On Road,46
41.83,-87.63,10:00,Jam,Stand-Still Traffic,46
41.91,-87.66,01:00,Jam,Stand-Still Traffic,46
41.94,-87.71,19:00,Jam,Unclassified,46
41.9,-87.66,19:00,Road Closed,Unclassified,46
41.92,-87.67,23:00,Jam,Unclassified,46
41.95,-87.73,20:00,Jam,Unclassified,46
41.96,-87.7,13:00,Road Closed,Unclassified,46
41.82,-87.63,09:00,Hazard,Weather,46
41.92,-87.68,13:00,Jam,Unclassified,46
41.89,-87.66,22:00,Jam,Unclassified,46
41.87,-87.64,02:00,Hazard,On Road,46
41.97,-87.75,21:00,Jam,Unclassified,45
41.92,-87.68,23:00,Jam,Unclassified,45
41.97,-87.75,13:00,Jam,Unclassified,45
41.84,-87.63,05:00,Hazard,Weather,45
41.98,-87.79,16:00,Jam,Unclassified,45
41.94,-87.7,12:00,Jam,Unclassified,45
41.98,-87.75,17:00,Jam,Unclassified,44
41.91,-87.66,03:00,Jam,Stand-Still Traffic,44
41.88,-87.65,03:00,Road Closed,Unclassified,44
41.9,-87.66,22:00,Road Closed,Unclassified,44
41.89,-87.65,03:00,Hazard,On Road,44
41.9,-87.66,14:00,Road Closed,Unclassified,44
41.86,-87.64,20:00,Jam,Unclassified,44
41.9,-87.66,03:00,Jam,Unclassified,44
41.89,-87.61,03:00,Jam,Stand-Still Traffic,44
41.98,-87.79,13:00,Jam,Unclassified,44
41.94,-87.71,23:00,Jam,Unclassified,44
41.88,-87.65,18:00,Road Closed,Unclassified,44
41.88,-87.67,05:00,Hazard,On Road,44
41.88,-87.65,17:00,Road Closed,Unclassified,44
41.87,-87.64,22:00,Road Closed,Unclassified,44
41.85,-87.64,02:00,Jam,Heavy Traffic,44
41.92,-87.67,01:00,Jam,Stand-Still Traffic,43
41.98,-87.75,14:00,Jam,Unclassified,43
41.88,-87.62,18:00,Jam,Unclassified,43
41.97,-87.76,16:00,Jam,Unclassified,43
41.71,-87.61,08:00,Hazard,Weather,43
41.9,-87.62,18:00,Jam,Unclassified,43
41.88,-87.65,20:00,Accident,Unclassified,43
41.88,-87.65,00:00,Road Closed,Unclassified,43
41.9,-87.66,01:00,Jam,Unclassified,43
41.9,-87.66,17:00,Road Closed,Unclassified,43
41.66,-87.59,09:00,Hazard,Weather,43
41.98,-87.78,23:00,Jam,Unclassified,43
41.93,-87.69,23:00,Jam,Unclassified,42
41.94,-87.71,12:00,Jam,Unclassified,42
41.88,-87.65,13:00,Jam,Unclassified,42
41.99,-87.71,02:00,Hazard,On Road,42
41.84,-87.63,01:00,Hazard,On Road,42
41.89,-87.65,11:00,Jam,Unclassified,42
41.82,-87.63,06:00,Hazard,Weather,42
41.97,-87.76,01:00,Jam,Stand-Still Traffic,42
41.84,-87.63,10:00,Hazard,On Road,42
41.88,-87.67,04:00,Jam,Stand-Still Traffic,42
41.9,-87.62,01:00,Hazard,On Road,42
41.98,-87.75,16:00,Jam,Unclassified,41
41.89,-87.65,22:00,Accident,Unclassified,41
41.94,-87.71,17:00,Jam,Unclassified,41
41.9,-87.66,13:00,Jam,Unclassified,41
41.98,-87.78,17:00,Jam,Unclassified,41
41.95,-87.72,17:00,Jam,Unclassified,41
41.85,-87.64,10:00,Hazard,On Road,41
41.87,-87.65,04:00,Jam,Heavy Traffic,41
41.87,-87.73,08:00,Hazard,On Road,41
41.94,-87.71,00:00,Jam,Unclassified,41
41.94,-87.64,03:00,Road Closed,Event,41
41.87,-87.65,02:00,Jam,Heavy Traffic,41
41.89,-87.65,02:00,Jam,Unclassified,41
41.98,-87.79,23:00,Jam,Unclassified,41
41.88,-87.65,01:00,Jam,Unclassified,40
41.98,-87.78,11:00,Jam,Unclassified,40
41.89,-87.65,21:00,Accident,Unclassified,40
41.91,-87.66,04:00,Jam,Heavy Traffic,40
41.88,-87.65,15:00,Jam,Unclassified,40
41.88,-87.65,10:00,Hazard,On Road,40
41.9,-87.66,19:00,Accident,Unclassified,40
41.85,-87.64,14:00,Jam,Unclassified,40
41.9,-87.66,16:00,Road Closed,Unclassified,40
41.9,-87.66,02:00,Hazard,On Road,40
41.9,-87.66,02:00,Jam,Unclassified,40
41.93,-87.69,16:00,Jam,Unclassified,40
41.82,-87.74,18:00,Jam,Unclassified,40
41.84,-87.66,12:00,Jam,Unclassified,40
41.94,-87.71,14:00,Jam,Unclassified,40
41.92,-87.67,01:00,Hazard,On Road,40
41.92,-87.68,02:00,Jam,Heavy Traffic,40
41.87,-87.64,01:00,Jam,Stand-Still Traffic,39
41.94,-87.71,01:00,Jam,Stand-Still Traffic,39
41.91,-87.66,02:00,Jam,Stand-Still Traffic,39
41.89,-87.61,22:00,Accident,Unclassified,39
41.88,-87.65,11:00,Jam,Unclassified,39
41.85,-87.64,15:00,Jam,Unclassified,39
41.96,-87.7,12:00,Road Closed,Unclassified,39
41.9,-87.66,06:00,Hazard,Weather,39
41.9,-87.66,14:00,Jam,Unclassified,39
41.89,-87.65,14:00,Jam,Unclassified,39
41.9,-87.66,04:00,Hazard,On Road,39
41.91,-87.67,02:00,Hazard,On Road,39
41.87,-87.65,01:00,Jam,Stand-Still Traffic,39
41.78,-87.63,10:00,Hazard,On Road,39
41.97,-87.75,11:00,Jam,Unclassified,39
41.87,-87.65,05:00,Hazard,On Road,38
41.89,-87.63,23:00,Jam,Unclassified,38
41.88,-87.68,21:00,Road Closed,Unclassified,38
41.9,-87.66,15:00,Road Closed,Unclassified,38
41.91,-87.63,10:00,Hazard,On Road,38
41.9,-87.66,12:00,Jam,Unclassified,38
41.77,-87.61,22:00,Road Closed,Unclassified,38
41.88,-87.68,12:00,Road Closed,Event,38
41.88,-87.65,19:00,Accident,Unclassified,38
41.92,-87.67,13:00,Jam,Unclassified,38
41.98,-87.78,00:00,Jam,Unclassified,38
41.71,-87.61,05:00,Hazard,Weather,38
41.84,-87.63,09:00,Hazard,Weather,38
41.84,-87.63,15:00,Jam,Unclassified,38
41.89,-87.65,08:00,Hazard,On Road,37
41.95,-87.71,13:00,Jam,Unclassified,37
41.85,-87.63,05:00,Hazard,Weather,37
41.81,-87.63,09:00,Hazard,On Road,37
